cohort_month,period_number,retained_users,cohort_size,retention_rate
1999-11-01,227,4,4,1.0
1999-11-01,228,4,4,1.0
1999-11-01,229,4,4,1.0
1999-11-01,230,4,4,1.0
1999-11-01,231,4,4,1.0
1999-11-01,232,4,4,1.0
1999-11-01,233,4,4,1.0
1999-11-01,234,4,4,1.0
1999-11-01,235,4,4,1.0
1999-11-01,236,4,4,1.0
1999-11-01,237,4,4,1.0
1999-11-01,238,4,4,1.0
1999-11-01,239,4,4,1.0
1999-12-01,121,7,7,1.0
1999-12-01,122,7,7,1.0
1999-12-01,123,7,7,1.0
1999-12-01,124,7,7,1.0
1999-12-01,125,7,7,1.0
1999-12-01,126,7,7,1.0
1999-12-01,127,7,7,1.0
1999-12-01,128,7,7,1.0
1999-12-01,129,7,7,1.0
1999-12-01,130,7,7,1.0
1999-12-01,131,7,7,1.0
1999-12-01,132,7,7,1.0
1999-12-01,133,7,7,1.0
1999-12-01,134,7,7,1.0
1999-12-01,135,7,7,1.0
1999-12-01,136,7,7,1.0
1999-12-01,137,7,7,1.0
1999-12-01,138,7,7,1.0
1999-12-01,139,7,7,1.0
1999-12-01,140,7,7,1.0
1999-12-01,141,7,7,1.0
1999-12-01,142,7,7,1.0
1999-12-01,143,7,7,1.0
1999-12-01,144,7,7,1.0
1999-12-01,145,7,7,1.0
1999-12-01,146,7,7,1.0
1999-12-01,147,7,7,1.0
1999-12-01,148,7,7,1.0
1999-12-01,149,7,7,1.0
1999-12-01,150,7,7,1.0
1999-12-01,151,7,7,1.0
1999-12-01,152,7,7,1.0
1999-12-01,153,7,7,1.0
1999-12-01,154,7,7,1.0
1999-12-01,155,7,7,1.0
1999-12-01,156,7,7,1.0
1999-12-01,157,7,7,1.0
1999-12-01,158,7,7,1.0
1999-12-01,159,7,7,1.0
1999-12-01,160,7,7,1.0
1999-12-01,161,7,7,1.0
1999-12-01,162,7,7,1.0
1999-12-01,163,7,7,1.0
1999-12-01,164,7,7,1.0
1999-12-01,165,7,7,1.0
1999-12-01,166,7,7,1.0
1999-12-01,167,7,7,1.0
1999-12-01,168,7,7,1.0
1999-12-01,169,7,7,1.0
1999-12-01,170,7,7,1.0
1999-12-01,171,7,7,1.0
1999-12-01,172,7,7,1.0
1999-12-01,173,7,7,1.0
1999-12-01,174,7,7,1.0
1999-12-01,175,7,7,1.0
1999-12-01,176,7,7,1.0
1999-12-01,177,7,7,1.0
1999-12-01,178,7,7,1.0
1999-12-01,179,7,7,1.0
1999-12-01,180,7,7,1.0
1999-12-01,181,7,7,1.0
1999-12-01,182,7,7,1.0
1999-12-01,183,7,7,1.0
1999-12-01,184,7,7,1.0
1999-12-01,185,7,7,1.0
1999-12-01,186,7,7,1.0
1999-12-01,187,7,7,1.0
1999-12-01,188,7,7,1.0
1999-12-01,189,7,7,1.0
1999-12-01,190,7,7,1.0
1999-12-01,191,7,7,1.0
1999-12-01,192,7,7,1.0
1999-12-01,193,7,7,1.0
1999-12-01,194,7,7,1.0
1999-12-01,195,7,7,1.0
1999-12-01,196,7,7,1.0
1999-12-01,197,7,7,1.0
1999-12-01,198,7,7,1.0
1999-12-01,199,7,7,1.0
1999-12-01,200,7,7,1.0
1999-12-01,201,7,7,1.0
1999-12-01,202,7,7,1.0
1999-12-01,203,7,7,1.0
1999-12-01,204,7,7,1.0
1999-12-01,205,7,7,1.0
1999-12-01,206,7,7,1.0
1999-12-01,207,7,7,1.0
1999-12-01,208,7,7,1.0
1999-12-01,209,7,7,1.0
1999-12-01,210,7,7,1.0
1999-12-01,211,7,7,1.0
1999-12-01,212,7,7,1.0
1999-12-01,213,7,7,1.0
1999-12-01,214,7,7,1.0
1999-12-01,215,7,7,1.0
1999-12-01,216,7,7,1.0
1999-12-01,217,7,7,1.0
1999-12-01,218,7,7,1.0
1999-12-01,219,7,7,1.0
1999-12-01,220,7,7,1.0
1999-12-01,221,7,7,1.0
1999-12-01,222,7,7,1.0
1999-12-01,223,7,7,1.0
1999-12-01,224,7,7,1.0
1999-12-01,225,7,7,1.0
1999-12-01,226,7,7,1.0
1999-12-01,227,7,7,1.0
1999-12-01,228,7,7,1.0
1999-12-01,229,7,7,1.0
1999-12-01,230,7,7,1.0
1999-12-01,231,7,7,1.0
1999-12-01,232,7,7,1.0
1999-12-01,233,7,7,1.0
1999-12-01,234,7,7,1.0
1999-12-01,235,7,7,1.0
1999-12-01,236,7,7,1.0
1999-12-01,237,7,7,1.0
1999-12-01,238,7,7,1.0
2000-01-01,120,5,5,1.0
2000-01-01,121,5,5,1.0
2000-01-01,122,5,5,1.0
2000-01-01,123,5,5,1.0
2000-01-01,124,5,5,1.0
2000-01-01,125,5,5,1.0
2000-01-01,126,5,5,1.0
2000-01-01,127,5,5,1.0
2000-01-01,128,5,5,1.0
2000-01-01,129,5,5,1.0
2000-01-01,130,5,5,1.0
2000-01-01,131,5,5,1.0
2000-01-01,132,5,5,1.0
2000-01-01,133,5,5,1.0
2000-01-01,134,5,5,1.0
2000-01-01,135,5,5,1.0
2000-01-01,136,5,5,1.0
2000-01-01,137,5,5,1.0
2000-01-01,138,5,5,1.0
2000-01-01,139,5,5,1.0
2000-01-01,140,5,5,1.0
2000-01-01,141,5,5,1.0
2000-01-01,142,5,5,1.0
2000-01-01,143,5,5,1.0
2000-01-01,144,5,5,1.0
2000-01-01,145,5,5,1.0
2000-01-01,146,5,5,1.0
2000-01-01,147,5,5,1.0
2000-01-01,148,5,5,1.0
2000-01-01,149,5,5,1.0
2000-01-01,150,5,5,1.0
2000-01-01,151,5,5,1.0
2000-01-01,152,5,5,1.0
2000-01-01,153,5,5,1.0
2000-01-01,154,5,5,1.0
2000-01-01,155,5,5,1.0
2000-01-01,156,5,5,1.0
2000-01-01,157,5,5,1.0
2000-01-01,158,5,5,1.0
2000-01-01,159,5,5,1.0
2000-01-01,160,5,5,1.0
2000-01-01,161,5,5,1.0
2000-01-01,162,5,5,1.0
2000-01-01,163,5,5,1.0
2000-01-01,164,5,5,1.0
2000-01-01,165,5,5,1.0
2000-01-01,166,5,5,1.0
2000-01-01,167,5,5,1.0
2000-01-01,168,5,5,1.0
2000-01-01,169,5,5,1.0
2000-01-01,170,5,5,1.0
2000-01-01,171,5,5,1.0
2000-01-01,172,5,5,1.0
2000-01-01,173,5,5,1.0
2000-01-01,174,5,5,1.0
2000-01-01,175,5,5,1.0
2000-01-01,176,5,5,1.0
2000-01-01,177,5,5,1.0
2000-01-01,178,5,5,1.0
2000-01-01,179,5,5,1.0
2000-01-01,180,5,5,1.0
2000-01-01,181,5,5,1.0
2000-01-01,182,5,5,1.0
2000-01-01,183,5,5,1.0
2000-01-01,184,5,5,1.0
2000-01-01,185,5,5,1.0
2000-01-01,186,5,5,1.0
2000-01-01,187,5,5,1.0
2000-01-01,188,5,5,1.0
2000-01-01,189,5,5,1.0
2000-01-01,190,5,5,1.0
2000-01-01,191,5,5,1.0
2000-01-01,192,5,5,1.0
2000-01-01,193,5,5,1.0
2000-01-01,194,5,5,1.0
2000-01-01,195,5,5,1.0
2000-01-01,196,5,5,1.0
2000-01-01,197,5,5,1.0
2000-01-01,198,5,5,1.0
2000-01-01,199,5,5,1.0
2000-01-01,200,5,5,1.0
2000-01-01,201,5,5,1.0
2000-01-01,202,5,5,1.0
2000-01-01,203,5,5,1.0
2000-01-01,204,5,5,1.0
2000-01-01,205,5,5,1.0
2000-01-01,206,5,5,1.0
2000-01-01,207,5,5,1.0
2000-01-01,208,5,5,1.0
2000-01-01,209,5,5,1.0
2000-01-01,210,5,5,1.0
2000-01-01,211,5,5,1.0
2000-01-01,212,5,5,1.0
2000-01-01,213,5,5,1.0
2000-01-01,214,5,5,1.0
2000-01-01,215,5,5,1.0
2000-01-01,216,5,5,1.0
2000-01-01,217,5,5,1.0
2000-01-01,218,5,5,1.0
2000-01-01,219,5,5,1.0
2000-01-01,220,5,5,1.0
2000-01-01,221,5,5,1.0
2000-01-01,222,5,5,1.0
2000-01-01,223,5,5,1.0
2000-01-01,224,5,5,1.0
2000-01-01,225,5,5,1.0
2000-01-01,226,5,5,1.0
2000-01-01,227,5,5,1.0
2000-01-01,228,5,5,1.0
2000-01-01,229,5,5,1.0
2000-01-01,230,5,5,1.0
2000-01-01,231,5,5,1.0
2000-01-01,232,5,5,1.0
2000-01-01,233,5,5,1.0
2000-01-01,234,5,5,1.0
2000-01-01,235,5,5,1.0
2000-01-01,236,5,5,1.0
2000-01-01,237,5,5,1.0
2000-02-01,119,7,10,0.7
2000-02-01,120,7,10,0.7
2000-02-01,121,7,10,0.7
2000-02-01,122,7,10,0.7
2000-02-01,123,7,10,0.7
2000-02-01,124,7,10,0.7
2000-02-01,125,7,10,0.7
2000-02-01,126,7,10,0.7
2000-02-01,127,7,10,0.7
2000-02-01,128,7,10,0.7
2000-02-01,129,7,10,0.7
2000-02-01,130,7,10,0.7
2000-02-01,131,7,10,0.7
2000-02-01,132,7,10,0.7
2000-02-01,133,7,10,0.7
2000-02-01,134,7,10,0.7
2000-02-01,135,7,10,0.7
2000-02-01,136,7,10,0.7
2000-02-01,137,7,10,0.7
2000-02-01,138,7,10,0.7
2000-02-01,139,7,10,0.7
2000-02-01,140,7,10,0.7
2000-02-01,141,7,10,0.7
2000-02-01,142,7,10,0.7
2000-02-01,143,7,10,0.7
2000-02-01,144,7,10,0.7
2000-02-01,145,7,10,0.7
2000-02-01,146,7,10,0.7
2000-02-01,147,7,10,0.7
2000-02-01,148,7,10,0.7
2000-02-01,149,7,10,0.7
2000-02-01,150,7,10,0.7
2000-02-01,151,7,10,0.7
2000-02-01,152,7,10,0.7
2000-02-01,153,7,10,0.7
2000-02-01,154,7,10,0.7
2000-02-01,155,7,10,0.7
2000-02-01,156,7,10,0.7
2000-02-01,157,7,10,0.7
2000-02-01,158,7,10,0.7
2000-02-01,159,7,10,0.7
2000-02-01,160,7,10,0.7
2000-02-01,161,7,10,0.7
2000-02-01,162,7,10,0.7
2000-02-01,163,7,10,0.7
2000-02-01,164,7,10,0.7
2000-02-01,165,7,10,0.7
2000-02-01,166,7,10,0.7
2000-02-01,167,7,10,0.7
2000-02-01,168,7,10,0.7
2000-02-01,169,7,10,0.7
2000-02-01,170,7,10,0.7
2000-02-01,171,7,10,0.7
2000-02-01,172,7,10,0.7
2000-02-01,173,7,10,0.7
2000-02-01,174,7,10,0.7
2000-02-01,175,7,10,0.7
2000-02-01,176,7,10,0.7
2000-02-01,177,7,10,0.7
2000-02-01,178,7,10,0.7
2000-02-01,179,7,10,0.7
2000-02-01,180,7,10,0.7
2000-02-01,181,7,10,0.7
2000-02-01,182,7,10,0.7
2000-02-01,183,7,10,0.7
2000-02-01,184,7,10,0.7
2000-02-01,185,7,10,0.7
2000-02-01,186,7,10,0.7
2000-02-01,187,7,10,0.7
2000-02-01,188,7,10,0.7
2000-02-01,189,7,10,0.7
2000-02-01,190,7,10,0.7
2000-02-01,191,7,10,0.7
2000-02-01,192,7,10,0.7
2000-02-01,193,7,10,0.7
2000-02-01,194,7,10,0.7
2000-02-01,195,7,10,0.7
2000-02-01,196,7,10,0.7
2000-02-01,197,7,10,0.7
2000-02-01,198,7,10,0.7
2000-02-01,199,7,10,0.7
2000-02-01,200,7,10,0.7
2000-02-01,201,7,10,0.7
2000-02-01,202,7,10,0.7
2000-02-01,203,7,10,0.7
2000-02-01,204,7,10,0.7
2000-02-01,205,7,10,0.7
2000-02-01,206,7,10,0.7
2000-02-01,207,7,10,0.7
2000-02-01,208,7,10,0.7
2000-02-01,209,7,10,0.7
2000-02-01,210,7,10,0.7
2000-02-01,211,7,10,0.7
2000-02-01,212,7,10,0.7
2000-02-01,213,7,10,0.7
2000-02-01,214,7,10,0.7
2000-02-01,215,7,10,0.7
2000-02-01,216,7,10,0.7
2000-02-01,217,7,10,0.7
2000-02-01,218,7,10,0.7
2000-02-01,219,7,10,0.7
2000-02-01,220,7,10,0.7
2000-02-01,221,7,10,0.7
2000-02-01,222,7,10,0.7
2000-02-01,223,7,10,0.7
2000-02-01,224,7,10,0.7
2000-02-01,225,7,10,0.7
2000-02-01,226,7,10,0.7
2000-02-01,227,7,10,0.7
2000-02-01,228,7,10,0.7
2000-02-01,229,7,10,0.7
2000-02-01,230,7,10,0.7
2000-02-01,231,7,10,0.7
2000-02-01,232,7,10,0.7
2000-02-01,233,7,10,0.7
2000-02-01,234,7,10,0.7
2000-02-01,235,7,10,0.7
2000-02-01,236,7,10,0.7
2000-03-01,118,2,3,0.6666666666666666
2000-03-01,119,2,3,0.6666666666666666
2000-03-01,120,2,3,0.6666666666666666
2000-03-01,121,2,3,0.6666666666666666
2000-03-01,122,2,3,0.6666666666666666
2000-03-01,123,2,3,0.6666666666666666
2000-03-01,124,2,3,0.6666666666666666
2000-03-01,125,2,3,0.6666666666666666
2000-03-01,126,2,3,0.6666666666666666
2000-03-01,127,2,3,0.6666666666666666
2000-03-01,128,2,3,0.6666666666666666
2000-03-01,129,2,3,0.6666666666666666
2000-03-01,130,2,3,0.6666666666666666
2000-03-01,131,2,3,0.6666666666666666
2000-03-01,132,2,3,0.6666666666666666
2000-03-01,133,2,3,0.6666666666666666
2000-03-01,134,2,3,0.6666666666666666
2000-03-01,135,2,3,0.6666666666666666
2000-03-01,136,2,3,0.6666666666666666
2000-03-01,137,2,3,0.6666666666666666
2000-03-01,138,2,3,0.6666666666666666
2000-03-01,139,2,3,0.6666666666666666
2000-03-01,140,2,3,0.6666666666666666
2000-03-01,141,2,3,0.6666666666666666
2000-03-01,142,2,3,0.6666666666666666
2000-03-01,143,2,3,0.6666666666666666
2000-03-01,144,2,3,0.6666666666666666
2000-03-01,145,2,3,0.6666666666666666
2000-03-01,146,2,3,0.6666666666666666
2000-03-01,147,2,3,0.6666666666666666
2000-03-01,148,2,3,0.6666666666666666
2000-03-01,149,2,3,0.6666666666666666
2000-03-01,150,2,3,0.6666666666666666
2000-03-01,151,2,3,0.6666666666666666
2000-03-01,152,2,3,0.6666666666666666
2000-03-01,153,2,3,0.6666666666666666
2000-03-01,154,2,3,0.6666666666666666
2000-03-01,155,2,3,0.6666666666666666
2000-03-01,156,2,3,0.6666666666666666
2000-03-01,157,2,3,0.6666666666666666
2000-03-01,158,2,3,0.6666666666666666
2000-03-01,159,2,3,0.6666666666666666
2000-03-01,160,2,3,0.6666666666666666
2000-03-01,161,2,3,0.6666666666666666
2000-03-01,162,2,3,0.6666666666666666
2000-03-01,163,2,3,0.6666666666666666
2000-03-01,164,2,3,0.6666666666666666
2000-03-01,165,2,3,0.6666666666666666
2000-03-01,166,2,3,0.6666666666666666
2000-03-01,167,2,3,0.6666666666666666
2000-03-01,168,2,3,0.6666666666666666
2000-03-01,169,2,3,0.6666666666666666
2000-03-01,170,2,3,0.6666666666666666
2000-03-01,171,2,3,0.6666666666666666
2000-03-01,172,2,3,0.6666666666666666
2000-03-01,173,2,3,0.6666666666666666
2000-03-01,174,2,3,0.6666666666666666
2000-03-01,175,2,3,0.6666666666666666
2000-03-01,176,2,3,0.6666666666666666
2000-03-01,177,2,3,0.6666666666666666
2000-03-01,178,2,3,0.6666666666666666
2000-03-01,179,2,3,0.6666666666666666
2000-03-01,180,2,3,0.6666666666666666
2000-03-01,181,2,3,0.6666666666666666
2000-03-01,182,2,3,0.6666666666666666
2000-03-01,183,2,3,0.6666666666666666
2000-03-01,184,2,3,0.6666666666666666
2000-03-01,185,2,3,0.6666666666666666
2000-03-01,186,2,3,0.6666666666666666
2000-03-01,187,2,3,0.6666666666666666
2000-03-01,188,2,3,0.6666666666666666
2000-03-01,189,2,3,0.6666666666666666
2000-03-01,190,2,3,0.6666666666666666
2000-03-01,191,2,3,0.6666666666666666
2000-03-01,192,2,3,0.6666666666666666
2000-03-01,193,2,3,0.6666666666666666
2000-03-01,194,2,3,0.6666666666666666
2000-03-01,195,2,3,0.6666666666666666
2000-03-01,196,2,3,0.6666666666666666
2000-03-01,197,2,3,0.6666666666666666
2000-03-01,198,2,3,0.6666666666666666
2000-03-01,199,2,3,0.6666666666666666
2000-03-01,200,2,3,0.6666666666666666
2000-03-01,201,2,3,0.6666666666666666
2000-03-01,202,2,3,0.6666666666666666
2000-03-01,203,2,3,0.6666666666666666
2000-03-01,204,2,3,0.6666666666666666
2000-03-01,205,2,3,0.6666666666666666
2000-03-01,206,2,3,0.6666666666666666
2000-03-01,207,2,3,0.6666666666666666
2000-03-01,208,2,3,0.6666666666666666
2000-03-01,209,2,3,0.6666666666666666
2000-03-01,210,2,3,0.6666666666666666
2000-03-01,211,2,3,0.6666666666666666
2000-03-01,212,2,3,0.6666666666666666
2000-03-01,213,2,3,0.6666666666666666
2000-03-01,214,2,3,0.6666666666666666
2000-03-01,215,2,3,0.6666666666666666
2000-03-01,216,2,3,0.6666666666666666
2000-03-01,217,2,3,0.6666666666666666
2000-03-01,218,2,3,0.6666666666666666
2000-03-01,219,2,3,0.6666666666666666
2000-03-01,220,2,3,0.6666666666666666
2000-03-01,221,2,3,0.6666666666666666
2000-03-01,222,2,3,0.6666666666666666
2000-03-01,223,2,3,0.6666666666666666
2000-03-01,224,2,3,0.6666666666666666
2000-03-01,225,2,3,0.6666666666666666
2000-03-01,226,2,3,0.6666666666666666
2000-03-01,227,2,3,0.6666666666666666
2000-03-01,228,2,3,0.6666666666666666
2000-03-01,229,2,3,0.6666666666666666
2000-03-01,230,2,3,0.6666666666666666
2000-03-01,231,2,3,0.6666666666666666
2000-03-01,232,2,3,0.6666666666666666
2000-03-01,233,2,3,0.6666666666666666
2000-03-01,234,2,3,0.6666666666666666
2000-03-01,235,2,3,0.6666666666666666
2000-04-01,117,6,6,1.0
2000-04-01,118,6,6,1.0
2000-04-01,119,6,6,1.0
2000-04-01,120,6,6,1.0
2000-04-01,121,6,6,1.0
2000-04-01,122,6,6,1.0
2000-04-01,123,6,6,1.0
2000-04-01,124,6,6,1.0
2000-04-01,125,6,6,1.0
2000-04-01,126,6,6,1.0
2000-04-01,127,6,6,1.0
2000-04-01,128,6,6,1.0
2000-04-01,129,6,6,1.0
2000-04-01,130,6,6,1.0
2000-04-01,131,6,6,1.0
2000-04-01,132,6,6,1.0
2000-04-01,133,6,6,1.0
2000-04-01,134,6,6,1.0
2000-04-01,135,6,6,1.0
2000-04-01,136,6,6,1.0
2000-04-01,137,6,6,1.0
2000-04-01,138,6,6,1.0
2000-04-01,139,6,6,1.0
2000-04-01,140,6,6,1.0
2000-04-01,141,6,6,1.0
2000-04-01,142,6,6,1.0
2000-04-01,143,6,6,1.0
2000-04-01,144,6,6,1.0
2000-04-01,145,6,6,1.0
2000-04-01,146,6,6,1.0
2000-04-01,147,6,6,1.0
2000-04-01,148,6,6,1.0
2000-04-01,149,6,6,1.0
2000-04-01,150,6,6,1.0
2000-04-01,151,6,6,1.0
2000-04-01,152,6,6,1.0
2000-04-01,153,6,6,1.0
2000-04-01,154,6,6,1.0
2000-04-01,155,6,6,1.0
2000-04-01,156,6,6,1.0
2000-04-01,157,6,6,1.0
2000-04-01,158,6,6,1.0
2000-04-01,159,6,6,1.0
2000-04-01,160,6,6,1.0
2000-04-01,161,6,6,1.0
2000-04-01,162,6,6,1.0
2000-04-01,163,6,6,1.0
2000-04-01,164,6,6,1.0
2000-04-01,165,6,6,1.0
2000-04-01,166,6,6,1.0
2000-04-01,167,6,6,1.0
2000-04-01,168,6,6,1.0
2000-04-01,169,6,6,1.0
2000-04-01,170,6,6,1.0
2000-04-01,171,6,6,1.0
2000-04-01,172,6,6,1.0
2000-04-01,173,6,6,1.0
2000-04-01,174,6,6,1.0
2000-04-01,175,6,6,1.0
2000-04-01,176,6,6,1.0
2000-04-01,177,6,6,1.0
2000-04-01,178,6,6,1.0
2000-04-01,179,6,6,1.0
2000-04-01,180,6,6,1.0
2000-04-01,181,6,6,1.0
2000-04-01,182,6,6,1.0
2000-04-01,183,6,6,1.0
2000-04-01,184,6,6,1.0
2000-04-01,185,6,6,1.0
2000-04-01,186,6,6,1.0
2000-04-01,187,6,6,1.0
2000-04-01,188,6,6,1.0
2000-04-01,189,6,6,1.0
2000-04-01,190,6,6,1.0
2000-04-01,191,6,6,1.0
2000-04-01,192,6,6,1.0
2000-04-01,193,6,6,1.0
2000-04-01,194,6,6,1.0
2000-04-01,195,6,6,1.0
2000-04-01,196,6,6,1.0
2000-04-01,197,6,6,1.0
2000-04-01,198,6,6,1.0
2000-04-01,199,6,6,1.0
2000-04-01,200,6,6,1.0
2000-04-01,201,6,6,1.0
2000-04-01,202,6,6,1.0
2000-04-01,203,6,6,1.0
2000-04-01,204,6,6,1.0
2000-04-01,205,6,6,1.0
2000-04-01,206,6,6,1.0
2000-04-01,207,6,6,1.0
2000-04-01,208,6,6,1.0
2000-04-01,209,6,6,1.0
2000-04-01,210,6,6,1.0
2000-04-01,211,6,6,1.0
2000-04-01,212,6,6,1.0
2000-04-01,213,6,6,1.0
2000-04-01,214,6,6,1.0
2000-04-01,215,5,6,0.8333333333333334
2000-04-01,216,5,6,0.8333333333333334
2000-04-01,217,5,6,0.8333333333333334
2000-04-01,218,5,6,0.8333333333333334
2000-04-01,219,5,6,0.8333333333333334
2000-04-01,220,5,6,0.8333333333333334
2000-04-01,221,5,6,0.8333333333333334
2000-04-01,222,5,6,0.8333333333333334
2000-04-01,223,5,6,0.8333333333333334
2000-04-01,224,5,6,0.8333333333333334
2000-04-01,225,5,6,0.8333333333333334
2000-04-01,226,5,6,0.8333333333333334
2000-04-01,227,5,6,0.8333333333333334
2000-04-01,228,5,6,0.8333333333333334
2000-04-01,229,5,6,0.8333333333333334
2000-04-01,230,5,6,0.8333333333333334
2000-04-01,231,5,6,0.8333333333333334
2000-04-01,232,5,6,0.8333333333333334
2000-04-01,233,5,6,0.8333333333333334
2000-04-01,234,5,6,0.8333333333333334
2000-05-01,116,4,4,1.0
2000-05-01,117,4,4,1.0
2000-05-01,118,4,4,1.0
2000-05-01,119,4,4,1.0
2000-05-01,120,4,4,1.0
2000-05-01,121,4,4,1.0
2000-05-01,122,4,4,1.0
2000-05-01,123,4,4,1.0
2000-05-01,124,4,4,1.0
2000-05-01,125,4,4,1.0
2000-05-01,126,4,4,1.0
2000-05-01,127,4,4,1.0
2000-05-01,128,4,4,1.0
2000-05-01,129,4,4,1.0
2000-05-01,130,4,4,1.0
2000-05-01,131,4,4,1.0
2000-05-01,132,4,4,1.0
2000-05-01,133,4,4,1.0
2000-05-01,134,4,4,1.0
2000-05-01,135,4,4,1.0
2000-05-01,136,4,4,1.0
2000-05-01,137,4,4,1.0
2000-05-01,138,4,4,1.0
2000-05-01,139,4,4,1.0
2000-05-01,140,4,4,1.0
2000-05-01,141,4,4,1.0
2000-05-01,142,4,4,1.0
2000-05-01,143,4,4,1.0
2000-05-01,144,4,4,1.0
2000-05-01,145,4,4,1.0
2000-05-01,146,4,4,1.0
2000-05-01,147,4,4,1.0
2000-05-01,148,4,4,1.0
2000-05-01,149,4,4,1.0
2000-05-01,150,4,4,1.0
2000-05-01,151,4,4,1.0
2000-05-01,152,4,4,1.0
2000-05-01,153,4,4,1.0
2000-05-01,154,4,4,1.0
2000-05-01,155,4,4,1.0
2000-05-01,156,4,4,1.0
2000-05-01,157,4,4,1.0
2000-05-01,158,4,4,1.0
2000-05-01,159,4,4,1.0
2000-05-01,160,4,4,1.0
2000-05-01,161,4,4,1.0
2000-05-01,162,4,4,1.0
2000-05-01,163,4,4,1.0
2000-05-01,164,4,4,1.0
2000-05-01,165,4,4,1.0
2000-05-01,166,4,4,1.0
2000-05-01,167,4,4,1.0
2000-05-01,168,4,4,1.0
2000-05-01,169,4,4,1.0
2000-05-01,170,4,4,1.0
2000-05-01,171,4,4,1.0
2000-05-01,172,4,4,1.0
2000-05-01,173,4,4,1.0
2000-05-01,174,4,4,1.0
2000-05-01,175,4,4,1.0
2000-05-01,176,4,4,1.0
2000-05-01,177,4,4,1.0
2000-05-01,178,4,4,1.0
2000-05-01,179,4,4,1.0
2000-05-01,180,4,4,1.0
2000-05-01,181,4,4,1.0
2000-05-01,182,4,4,1.0
2000-05-01,183,4,4,1.0
2000-05-01,184,4,4,1.0
2000-05-01,185,4,4,1.0
2000-05-01,186,4,4,1.0
2000-05-01,187,4,4,1.0
2000-05-01,188,4,4,1.0
2000-05-01,189,4,4,1.0
2000-05-01,190,4,4,1.0
2000-05-01,191,4,4,1.0
2000-05-01,192,4,4,1.0
2000-05-01,193,4,4,1.0
2000-05-01,194,4,4,1.0
2000-05-01,195,4,4,1.0
2000-05-01,196,4,4,1.0
2000-05-01,197,4,4,1.0
2000-05-01,198,4,4,1.0
2000-05-01,199,4,4,1.0
2000-05-01,200,4,4,1.0
2000-05-01,201,4,4,1.0
2000-05-01,202,4,4,1.0
2000-05-01,203,4,4,1.0
2000-05-01,204,4,4,1.0
2000-05-01,205,4,4,1.0
2000-05-01,206,4,4,1.0
2000-05-01,207,4,4,1.0
2000-05-01,208,4,4,1.0
2000-05-01,209,4,4,1.0
2000-05-01,210,4,4,1.0
2000-05-01,211,4,4,1.0
2000-05-01,212,4,4,1.0
2000-05-01,213,4,4,1.0
2000-05-01,214,4,4,1.0
2000-05-01,215,4,4,1.0
2000-05-01,216,4,4,1.0
2000-05-01,217,4,4,1.0
2000-05-01,218,4,4,1.0
2000-05-01,219,4,4,1.0
2000-05-01,220,4,4,1.0
2000-05-01,221,4,4,1.0
2000-05-01,222,4,4,1.0
2000-05-01,223,4,4,1.0
2000-05-01,224,4,4,1.0
2000-05-01,225,4,4,1.0
2000-05-01,226,4,4,1.0
2000-05-01,227,4,4,1.0
2000-05-01,228,4,4,1.0
2000-05-01,229,4,4,1.0
2000-05-01,230,4,4,1.0
2000-05-01,231,4,4,1.0
2000-05-01,232,4,4,1.0
2000-05-01,233,4,4,1.0
2000-06-01,115,6,6,1.0
2000-06-01,116,6,6,1.0
2000-06-01,117,6,6,1.0
2000-06-01,118,6,6,1.0
2000-06-01,119,6,6,1.0
2000-06-01,120,6,6,1.0
2000-06-01,121,6,6,1.0
2000-06-01,122,6,6,1.0
2000-06-01,123,6,6,1.0
2000-06-01,124,6,6,1.0
2000-06-01,125,6,6,1.0
2000-06-01,126,6,6,1.0
2000-06-01,127,6,6,1.0
2000-06-01,128,6,6,1.0
2000-06-01,129,6,6,1.0
2000-06-01,130,6,6,1.0
2000-06-01,131,6,6,1.0
2000-06-01,132,6,6,1.0
2000-06-01,133,6,6,1.0
2000-06-01,134,6,6,1.0
2000-06-01,135,6,6,1.0
2000-06-01,136,6,6,1.0
2000-06-01,137,6,6,1.0
2000-06-01,138,6,6,1.0
2000-06-01,139,6,6,1.0
2000-06-01,140,6,6,1.0
2000-06-01,141,6,6,1.0
2000-06-01,142,6,6,1.0
2000-06-01,143,6,6,1.0
2000-06-01,144,6,6,1.0
2000-06-01,145,6,6,1.0
2000-06-01,146,6,6,1.0
2000-06-01,147,6,6,1.0
2000-06-01,148,6,6,1.0
2000-06-01,149,6,6,1.0
2000-06-01,150,6,6,1.0
2000-06-01,151,6,6,1.0
2000-06-01,152,6,6,1.0
2000-06-01,153,6,6,1.0
2000-06-01,154,6,6,1.0
2000-06-01,155,6,6,1.0
2000-06-01,156,6,6,1.0
2000-06-01,157,6,6,1.0
2000-06-01,158,6,6,1.0
2000-06-01,159,6,6,1.0
2000-06-01,160,6,6,1.0
2000-06-01,161,6,6,1.0
2000-06-01,162,6,6,1.0
2000-06-01,163,6,6,1.0
2000-06-01,164,6,6,1.0
2000-06-01,165,6,6,1.0
2000-06-01,166,6,6,1.0
2000-06-01,167,6,6,1.0
2000-06-01,168,6,6,1.0
2000-06-01,169,6,6,1.0
2000-06-01,170,6,6,1.0
2000-06-01,171,6,6,1.0
2000-06-01,172,6,6,1.0
2000-06-01,173,6,6,1.0
2000-06-01,174,6,6,1.0
