id,is_churned,recency_days,frequency_180d,monetary_180d,r_score,f_score,m_score,risk_points,risk_segment
471,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
757,0,0,528.0,32493.96,2.0,3.0,3.0,10.0,Medium
1724,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1603,0,0,555.0,20448.89,2.0,3.0,2.0,11.0,High
224,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
808,0,0,586.0,47793.51,2.0,3.0,4.0,9.0,Medium
1326,0,0,383.0,26356.07,2.0,2.0,3.0,11.0,High
158,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1928,0,0,490.0,27456.35,2.0,3.0,3.0,10.0,Medium
1575,0,0,1516.0,79814.02,2.0,4.0,4.0,8.0,Medium
1608,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1455,0,0,448.0,12316.1,2.0,3.0,2.0,11.0,High
1916,0,0,334.0,16732.06,2.0,2.0,2.0,12.0,High
1617,1,2222,0.0,0.0,1.0,1.0,1.0,15.0,High
143,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1176,0,0,805.0,39013.27,2.0,4.0,4.0,8.0,Medium
1194,0,0,766.0,29849.59,2.0,4.0,3.0,9.0,Medium
423,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
580,0,0,868.0,34608.54,2.0,4.0,4.0,8.0,Medium
4,0,0,760.0,37091.72,2.0,4.0,4.0,8.0,Medium
530,0,0,679.0,17285.85,2.0,4.0,2.0,10.0,Medium
1826,0,0,365.0,5710.78,2.0,2.0,2.0,12.0,High
595,0,0,247.0,12097.27,2.0,2.0,2.0,12.0,High
1022,0,0,542.0,36189.81,2.0,3.0,4.0,9.0,Medium
1108,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
246,0,0,337.0,39377.16,2.0,2.0,4.0,10.0,Medium
270,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1945,0,0,246.0,15842.64,2.0,2.0,2.0,12.0,High
1540,0,0,1141.0,46541.63,2.0,4.0,4.0,8.0,Medium
1149,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1438,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
409,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
694,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
382,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
629,0,0,418.0,30768.03,2.0,2.0,3.0,11.0,High
1211,0,0,275.0,17077.51,2.0,2.0,2.0,12.0,High
823,0,0,351.0,21422.44,2.0,2.0,3.0,11.0,High
1304,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
89,0,0,633.0,21845.14,2.0,4.0,3.0,9.0,Medium
1751,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
888,0,2,217.0,15910.96,2.0,2.0,2.0,12.0,High
81,0,0,727.0,37550.93,2.0,4.0,4.0,8.0,Medium
1021,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
826,0,0,222.0,20297.44,2.0,2.0,2.0,12.0,High
87,0,0,678.0,26230.2,2.0,4.0,3.0,9.0,Medium
1833,0,1,512.0,26654.95,2.0,3.0,3.0,10.0,Medium
829,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1879,1,519,0.0,0.0,1.0,1.0,1.0,15.0,High
236,0,0,372.0,35040.42,2.0,2.0,4.0,10.0,Medium
1619,0,0,280.0,10225.09,2.0,2.0,2.0,12.0,High
1146,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
803,0,0,683.0,25635.98,2.0,4.0,3.0,9.0,Medium
193,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1686,0,0,1036.0,111737.07,2.0,4.0,4.0,8.0,Medium
1959,0,0,270.0,28979.11,2.0,2.0,3.0,11.0,High
1342,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1371,0,0,619.0,19304.19,2.0,4.0,2.0,10.0,Medium
1067,0,0,702.0,25985.88,2.0,4.0,3.0,9.0,Medium
1019,0,0,470.0,30454.63,2.0,3.0,3.0,10.0,Medium
1568,0,1,485.0,34138.0,2.0,3.0,4.0,9.0,Medium
1765,0,0,443.0,29301.93,2.0,3.0,3.0,10.0,Medium
1875,0,0,391.0,26265.51,2.0,2.0,3.0,11.0,High
1111,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1160,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1574,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
189,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
466,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
659,0,0,609.0,25665.53,2.0,3.0,3.0,10.0,Medium
942,0,1,643.0,42382.73,2.0,4.0,4.0,8.0,Medium
1234,0,0,636.0,11424.07,2.0,4.0,2.0,10.0,Medium
841,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1388,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1056,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
345,0,0,293.0,17589.1,2.0,2.0,2.0,12.0,High
308,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1922,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1156,0,0,694.0,66681.41,2.0,4.0,4.0,8.0,Medium
561,0,0,589.0,21558.3,2.0,3.0,3.0,10.0,Medium
507,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1522,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
695,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
285,0,0,1607.0,86174.75,2.0,4.0,4.0,8.0,Medium
113,0,1,287.0,27098.69,2.0,2.0,3.0,11.0,High
1039,0,0,773.0,32667.35,2.0,4.0,3.0,9.0,Medium
176,0,0,720.0,36656.09,2.0,4.0,4.0,8.0,Medium
1104,0,0,713.0,40818.86,2.0,4.0,4.0,8.0,Medium
946,0,0,644.0,19319.65,2.0,4.0,2.0,10.0,Medium
1465,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
25,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
571,0,0,776.0,32107.98,2.0,4.0,3.0,9.0,Medium
1396,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
599,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1074,0,0,254.0,17982.26,2.0,2.0,2.0,12.0,High
214,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
771,0,0,294.0,21823.26,2.0,2.0,3.0,11.0,High
520,0,0,521.0,27031.24,2.0,3.0,3.0,10.0,Medium
288,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1979,0,0,245.0,23233.46,2.0,2.0,3.0,11.0,High
1253,0,0,988.0,62602.24,2.0,4.0,4.0,8.0,Medium
311,0,0,303.0,14709.21,2.0,2.0,2.0,12.0,High
1346,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1622,0,0,528.0,32276.8,2.0,3.0,3.0,10.0,Medium
852,0,0,1068.0,56387.6,2.0,4.0,4.0,8.0,Medium
1394,0,0,642.0,26100.91,2.0,4.0,3.0,9.0,Medium
957,0,0,564.0,36263.26,2.0,3.0,4.0,9.0,Medium
515,0,0,459.0,12160.11,2.0,3.0,2.0,11.0,High
1303,0,5,206.0,21148.41,1.0,2.0,3.0,12.0,High
1287,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
296,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1059,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1378,0,0,648.0,32120.42,2.0,4.0,3.0,9.0,Medium
1297,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1727,0,0,1595.0,91198.23,2.0,4.0,4.0,8.0,Medium
310,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
673,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1283,0,0,541.0,38273.66,2.0,3.0,4.0,9.0,Medium
1239,0,0,567.0,22439.04,2.0,3.0,3.0,10.0,Medium
1691,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1078,0,0,565.0,40060.29,2.0,3.0,4.0,9.0,Medium
124,0,0,530.0,18828.39,2.0,3.0,2.0,11.0,High
99,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1722,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
562,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
750,0,0,249.0,11902.42,2.0,2.0,2.0,12.0,High
1223,0,0,265.0,46856.16,2.0,2.0,4.0,10.0,Medium
1319,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
575,0,0,456.0,23572.52,2.0,3.0,3.0,10.0,Medium
428,0,0,519.0,28648.75,2.0,3.0,3.0,10.0,Medium
828,0,0,1036.0,34691.77,2.0,4.0,4.0,8.0,Medium
1580,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1570,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
846,0,0,955.0,45887.35,2.0,4.0,4.0,8.0,Medium
666,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
335,0,0,520.0,34986.31,2.0,3.0,4.0,9.0,Medium
639,0,0,1048.0,29867.56,2.0,4.0,3.0,9.0,Medium
386,0,0,871.0,48461.6,2.0,4.0,4.0,8.0,Medium
886,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
297,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1860,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
581,0,0,406.0,16620.05,2.0,2.0,2.0,12.0,High
1910,0,0,953.0,32423.86,2.0,4.0,3.0,9.0,Medium
731,0,2,245.0,20751.24,2.0,2.0,3.0,11.0,High
21,0,1,440.0,26205.8,2.0,3.0,3.0,10.0,Medium
273,0,0,444.0,27374.07,2.0,3.0,3.0,10.0,Medium
63,0,0,790.0,20859.3,2.0,4.0,3.0,9.0,Medium
786,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1886,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
103,0,1,227.0,13219.210000000001,2.0,2.0,2.0,12.0,High
1193,0,0,652.0,22649.99,2.0,4.0,3.0,9.0,Medium
585,0,0,706.0,25720.1,2.0,4.0,3.0,9.0,Medium
1532,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1958,0,0,480.0,22427.07,2.0,3.0,3.0,10.0,Medium
744,0,1,429.0,17442.51,2.0,3.0,2.0,11.0,High
1836,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
477,0,1,485.0,33405.0,2.0,3.0,4.0,9.0,Medium
1713,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1506,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
357,0,0,543.0,33214.11,2.0,3.0,4.0,9.0,Medium
535,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
778,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
950,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1080,0,0,620.0,20212.13,2.0,4.0,2.0,10.0,Medium
1197,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
711,0,31,496.0,34492.92,1.0,3.0,4.0,10.0,Medium
1731,0,0,197.0,12874.62,2.0,2.0,2.0,12.0,High
451,0,0,333.0,16808.18,2.0,2.0,2.0,12.0,High
1290,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1817,0,0,857.0,56537.08,2.0,4.0,4.0,8.0,Medium
56,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1383,0,0,617.0,36140.84,2.0,3.0,4.0,9.0,Medium
1915,0,0,666.0,43992.71,2.0,4.0,4.0,8.0,Medium
1882,0,0,250.0,17606.11,2.0,2.0,2.0,12.0,High
1467,0,1,613.0,27099.61,2.0,3.0,3.0,10.0,Medium
1791,0,0,351.0,18027.02,2.0,2.0,2.0,12.0,High
447,0,0,370.0,12031.51,2.0,2.0,2.0,12.0,High
1640,0,0,206.0,16775.2,2.0,2.0,2.0,12.0,High
636,0,1,264.0,12542.39,2.0,2.0,2.0,12.0,High
782,0,0,1062.0,61158.02,2.0,4.0,4.0,8.0,Medium
316,0,0,478.0,41369.44,2.0,3.0,4.0,9.0,Medium
1192,0,0,360.0,9417.88,2.0,2.0,2.0,12.0,High
787,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
251,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1351,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
490,0,0,1046.0,77893.94,2.0,4.0,4.0,8.0,Medium
1935,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
387,1,1553,0.0,0.0,1.0,1.0,1.0,15.0,High
869,0,0,359.0,18010.1,2.0,2.0,2.0,12.0,High
1865,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
268,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1124,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
721,0,0,520.0,15659.68,2.0,3.0,2.0,11.0,High
813,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
152,0,0,453.0,48193.52,2.0,3.0,4.0,9.0,Medium
1896,0,0,729.0,28193.53,2.0,4.0,3.0,9.0,Medium
1028,0,0,702.0,50438.78,2.0,4.0,4.0,8.0,Medium
922,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
549,0,0,291.0,24821.34,2.0,2.0,3.0,11.0,High
565,0,0,743.0,37795.09,2.0,4.0,4.0,8.0,Medium
1980,0,1,254.0,17458.07,2.0,2.0,2.0,12.0,High
1494,0,0,351.0,12354.61,2.0,2.0,2.0,12.0,High
1809,0,0,908.0,38385.33,2.0,4.0,4.0,8.0,Medium
637,0,0,817.0,45889.11,2.0,4.0,4.0,8.0,Medium
1770,0,0,488.0,20361.89,2.0,3.0,2.0,11.0,High
527,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1139,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1459,0,0,1010.0,41282.53,2.0,4.0,4.0,8.0,Medium
1544,0,0,646.0,39582.24,2.0,4.0,4.0,8.0,Medium
1174,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
112,0,0,1575.0,58502.12,2.0,4.0,4.0,8.0,Medium
369,0,0,642.0,53049.34,2.0,4.0,4.0,8.0,Medium
994,0,0,376.0,11708.08,2.0,2.0,2.0,12.0,High
1592,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1029,0,0,292.0,21497.98,2.0,2.0,3.0,11.0,High
1680,0,0,460.0,23829.93,2.0,3.0,3.0,10.0,Medium
1052,0,0,506.0,44788.96,2.0,3.0,4.0,9.0,Medium
494,0,0,432.0,18503.64,2.0,3.0,2.0,11.0,High
94,0,0,729.0,35215.02,2.0,4.0,4.0,8.0,Medium
425,0,0,1008.0,60822.41,2.0,4.0,4.0,8.0,Medium
1720,0,0,385.0,30673.03,2.0,2.0,3.0,11.0,High
1699,0,0,883.0,49727.88,2.0,4.0,4.0,8.0,Medium
1495,0,0,603.0,36904.53,2.0,3.0,4.0,9.0,Medium
1005,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
439,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1285,0,0,582.0,47569.29,2.0,3.0,4.0,9.0,Medium
1973,0,0,269.0,19943.22,2.0,2.0,2.0,12.0,High
448,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1907,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
73,0,0,341.0,31248.56,2.0,2.0,3.0,11.0,High
1097,0,0,407.0,19577.23,2.0,2.0,2.0,12.0,High
1644,0,0,682.0,26520.48,2.0,4.0,3.0,9.0,Medium
967,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1929,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1114,0,0,429.0,18842.27,2.0,3.0,2.0,11.0,High
1087,0,0,357.0,15741.65,2.0,2.0,2.0,12.0,High
95,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1778,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1031,0,0,414.0,26536.35,2.0,2.0,3.0,11.0,High
788,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
728,0,1,323.0,17479.89,2.0,2.0,2.0,12.0,High
1639,0,0,617.0,55267.62,2.0,3.0,4.0,9.0,Medium
1587,0,0,624.0,60673.03,2.0,4.0,4.0,8.0,Medium
1883,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
712,0,0,425.0,19499.09,2.0,2.0,2.0,12.0,High
1414,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
243,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
146,0,0,367.0,27859.27,2.0,2.0,3.0,11.0,High
715,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1489,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1232,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
842,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
486,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
763,0,0,659.0,49901.28,2.0,4.0,4.0,8.0,Medium
154,0,0,951.0,63087.08,2.0,4.0,4.0,8.0,Medium
704,0,0,1113.0,94738.56,2.0,4.0,4.0,8.0,Medium
1409,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1601,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
729,0,0,491.0,27393.19,2.0,3.0,3.0,10.0,Medium
1016,0,1,115.0,3659.42,2.0,1.0,1.0,14.0,High
1214,0,0,592.0,37244.05,2.0,3.0,4.0,9.0,Medium
1760,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
927,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1667,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1796,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
179,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
395,0,0,352.0,22543.62,2.0,2.0,3.0,11.0,High
513,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
187,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
491,0,1,178.0,11980.22,2.0,2.0,2.0,12.0,High
1153,0,0,231.0,4503.04,2.0,2.0,2.0,12.0,High
377,0,0,636.0,37866.97,2.0,4.0,4.0,8.0,Medium
850,0,0,693.0,26625.6,2.0,4.0,3.0,9.0,Medium
1186,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1694,0,0,533.0,35135.04,2.0,3.0,4.0,9.0,Medium
716,0,0,715.0,31050.65,2.0,4.0,3.0,9.0,Medium
1131,0,0,505.0,48179.18,2.0,3.0,4.0,9.0,Medium
1719,0,0,580.0,24326.67,2.0,3.0,3.0,10.0,Medium
254,0,0,977.0,65131.9,2.0,4.0,4.0,8.0,Medium
226,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1307,0,0,431.0,41364.6,2.0,3.0,4.0,9.0,Medium
1095,0,0,281.0,18919.53,2.0,2.0,2.0,12.0,High
1729,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1466,0,0,774.0,25500.66,2.0,4.0,3.0,9.0,Medium
1226,0,0,478.0,34201.67,2.0,3.0,4.0,9.0,Medium
1755,0,0,753.0,23740.06,2.0,4.0,3.0,9.0,Medium
475,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1956,0,0,386.0,16057.02,2.0,2.0,2.0,12.0,High
706,0,0,395.0,32733.31,2.0,2.0,4.0,10.0,Medium
474,0,0,923.0,55264.97,2.0,4.0,4.0,8.0,Medium
1259,0,0,572.0,53122.97,2.0,3.0,4.0,9.0,Medium
320,0,0,231.0,19307.01,2.0,2.0,2.0,12.0,High
93,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1182,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
150,0,0,569.0,41367.75,2.0,3.0,4.0,9.0,Medium
1327,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
784,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1471,0,0,426.0,19909.27,2.0,2.0,2.0,12.0,High
367,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1050,0,0,1008.0,45233.46,2.0,4.0,4.0,8.0,Medium
207,0,0,229.0,12990.369999999999,2.0,2.0,2.0,12.0,High
1838,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
798,0,0,326.0,32078.36,2.0,2.0,3.0,11.0,High
1207,0,0,835.0,50141.49,2.0,4.0,4.0,8.0,Medium
1012,0,0,238.0,14196.06,2.0,2.0,2.0,12.0,High
844,0,0,205.0,13477.619999999999,2.0,2.0,2.0,12.0,High
334,0,0,231.0,17966.5,2.0,2.0,2.0,12.0,High
815,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1100,0,0,457.0,45642.86,2.0,3.0,4.0,9.0,Medium
407,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1244,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1740,0,0,533.0,26332.14,2.0,3.0,3.0,10.0,Medium
1754,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1184,0,0,545.0,28508.02,2.0,3.0,3.0,10.0,Medium
1440,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
200,0,0,507.0,23861.03,2.0,3.0,3.0,10.0,Medium
1446,0,0,374.0,19942.77,2.0,2.0,2.0,12.0,High
1263,0,0,396.0,19468.12,2.0,2.0,2.0,12.0,High
1483,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1085,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1961,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
776,0,0,482.0,57828.55,2.0,3.0,4.0,9.0,Medium
890,0,0,444.0,21226.81,2.0,3.0,3.0,10.0,Medium
1445,0,0,731.0,20659.48,2.0,4.0,3.0,9.0,Medium
74,0,0,338.0,17163.02,2.0,2.0,2.0,12.0,High
1216,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
797,0,0,352.0,18331.82,2.0,2.0,2.0,12.0,High
610,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1917,0,0,617.0,46299.55,2.0,3.0,4.0,9.0,Medium
975,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
109,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
547,0,0,497.0,17761.39,2.0,3.0,2.0,11.0,High
347,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
201,0,0,166.0,9861.94,2.0,1.0,2.0,13.0,High
1368,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1547,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1812,0,0,601.0,55991.17,2.0,3.0,4.0,9.0,Medium
1379,0,0,987.0,40545.95,2.0,4.0,4.0,8.0,Medium
82,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1053,0,0,636.0,49260.43,2.0,4.0,4.0,8.0,Medium
1893,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
955,0,0,273.0,8937.22,2.0,2.0,2.0,12.0,High
856,0,0,712.0,69417.68,2.0,4.0,4.0,8.0,Medium
1361,0,0,442.0,21187.2,2.0,3.0,3.0,10.0,Medium
261,0,0,598.0,40194.77,2.0,3.0,4.0,9.0,Medium
64,0,0,522.0,35600.66,2.0,3.0,4.0,9.0,Medium
1864,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1768,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1151,0,1,290.0,4087.51,2.0,2.0,1.0,13.0,High
356,0,0,897.0,40754.62,2.0,4.0,4.0,8.0,Medium
1393,0,0,592.0,27676.08,2.0,3.0,3.0,10.0,Medium
865,0,0,591.0,38568.38,2.0,3.0,4.0,9.0,Medium
1914,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1641,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
707,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
3,0,0,310.0,17823.47,2.0,2.0,2.0,12.0,High
754,0,0,717.0,39337.12,2.0,4.0,4.0,8.0,Medium
148,0,0,562.0,22193.35,2.0,3.0,3.0,10.0,Medium
127,0,0,508.0,39140.14,2.0,3.0,4.0,9.0,Medium
1675,0,0,472.0,36444.45,2.0,3.0,4.0,9.0,Medium
747,0,0,478.0,14793.99,2.0,3.0,2.0,11.0,High
1942,0,0,292.0,2918.05,2.0,2.0,1.0,13.0,High
452,0,0,802.0,42897.98,2.0,4.0,4.0,8.0,Medium
1157,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1534,0,0,1060.0,61809.52,2.0,4.0,4.0,8.0,Medium
1086,0,0,273.0,26081.41,2.0,2.0,3.0,11.0,High
1984,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
835,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
758,0,0,708.0,12094.75,2.0,4.0,2.0,10.0,Medium
1795,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1221,0,0,544.0,21643.98,2.0,3.0,3.0,10.0,Medium
1821,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1248,0,0,432.0,17466.47,2.0,3.0,2.0,11.0,High
1900,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
597,0,0,843.0,69942.3,2.0,4.0,4.0,8.0,Medium
1620,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1213,0,0,384.0,20862.36,2.0,2.0,3.0,11.0,High
619,0,0,374.0,20517.55,2.0,2.0,3.0,11.0,High
1043,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
394,0,0,1078.0,41207.85,2.0,4.0,4.0,8.0,Medium
1376,0,0,651.0,31987.44,2.0,4.0,3.0,9.0,Medium
834,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
837,0,0,381.0,22054.19,2.0,2.0,3.0,11.0,High
1257,0,1,272.0,14239.83,2.0,2.0,2.0,12.0,High
1966,0,0,1249.0,49870.97,2.0,4.0,4.0,8.0,Medium
358,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
912,0,0,602.0,22871.39,2.0,3.0,3.0,10.0,Medium
605,0,0,871.0,22122.05,2.0,4.0,3.0,9.0,Medium
1362,0,0,386.0,28077.22,2.0,2.0,3.0,11.0,High
1513,0,0,689.0,42392.99,2.0,4.0,4.0,8.0,Medium
1521,0,0,307.0,16045.54,2.0,2.0,2.0,12.0,High
564,0,0,585.0,26780.35,2.0,3.0,3.0,10.0,Medium
1309,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1583,0,0,443.0,11562.6,2.0,3.0,2.0,11.0,High
1885,0,0,916.0,52053.65,2.0,4.0,4.0,8.0,Medium
1566,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
401,0,0,685.0,23436.09,2.0,4.0,3.0,9.0,Medium
15,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1666,0,0,666.0,16112.95,2.0,4.0,2.0,10.0,Medium
509,0,0,543.0,17971.68,2.0,3.0,2.0,11.0,High
954,0,0,1024.0,50435.74,2.0,4.0,4.0,8.0,Medium
832,0,0,271.0,22438.82,2.0,2.0,3.0,11.0,High
1046,0,0,882.0,53068.66,2.0,4.0,4.0,8.0,Medium
630,0,0,997.0,78130.77,2.0,4.0,4.0,8.0,Medium
1561,0,0,503.0,45040.24,2.0,3.0,4.0,9.0,Medium
1548,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
221,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1991,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
